
"Chicken wing, extra crispy",254
"Coleslaw, 1 serving",119
"Corn on the cob, 1 serving, 5 oz.",176
"French fries, 1 serving",244
"Honey sauce, 1 oz.",49
"Kentucky nuggets, 1 nugget",46
"Mashed potatoes, 1 serving with gravy",71
"Mustard sauce, 1 oz.",36
"Sweet'n'sour sauce, 1 oz.",58
"1000 Island dressing, 1 package",390
"Apple pie, each",260
"Big Mac, each",560
"Bleu Cheese dressing, 1 package",350
"Caesar dressing, 1 package",300
"Cheeseburger, each",310
"Chef salad, each",230
"Chicken McNuggets, 1 nugget",48
"Chicken salad, each",140
"Chocolate chip cookies, 1 box",330
"Chocolate milkshake, 1 milkshake—10.3 fl. oz.",390
"Egg McMuffin, each",330
"Filet-O-Fish, each",432
"French dressing, 1 package",230
"French fries, small serving",220
"French fries, medium serving",320
"French fries, large serving",400
"Garden salad, 1 salad",110
"Hamburger, each",260
"Hash browns, each",130
"Ice cream, soft serve cone",140
"McDonaldland cookies, box",290
"McNuggets barbecue sauce, 1.1 oz.",50
"McNuggets mustard sauce, 1 serving",70
"McNuggets sweet & sour sauce, 1 serving",60
"Peppercorn dressing, 1 package",400
"Quarter Pounder, each",410
"Quarter Pounder with cheese, each",520
"Ranch dressing, 1 package",330
"Red French dressing, 1 package",160
"Sausage biscuit, 1 biscuit & patty",440
"Side salad, 1 salad",60
"Strawberry milkshake, 1 milkshake—10.3 fl. oz.",380
"Sundae, hot caramel, each",340
"Sundae, hot fudge, each",310
"Sundae, strawberry, each",280
"Thousand Island Dressing, 1 package—2 oz.",390
"Vanilla milkshake, 1 milkshake—10.3 fl. oz.",350
"Vinaigrette dressing, 1 package",60
"Bacon, 1 slice, 20/lb.",36
"Beef bologna, 1 slice, 1 oz.",89
"Beef salami, 1 slice, 0.8 oz.",58
"Beef stew, 8 oz.—Dinty Moore",220
"Beef, chuck roast, 4 oz., lean",265
"Beef, flank steak, 4 oz., broiled",288
"Beef, ground, cooked, 4 oz., extra lean",288
"Beef, ground, cooked, 4 oz., regular",347
"Beef, ground, raw, 4 oz., extra lean",265
"Beef, ground, raw, 4 oz., lean",298
"Beef, ground, raw, 4 oz., regular",351
"Beef, porterhouse steak, 4 oz., broiled",247
"Beef, round roast, 4 oz., lean",208
"Beef, sirloin steak, 4 oz., broiled",240
"Beef, T-bone steak, 4 oz., broiled, lean",243
"Breakfast sausage, link, 1 link, 1 oz. raw",48
"Breakfast sausage, patty, 1 patty, 3 7/8  in.",100
"Chili con carne, 15 1/2 oz. can",572
"Corned beef brisket, 4 oz.",284
"Corned beef, canned, 1 oz.",71
"Country ham, 4 oz., lean",220
"Ham, canned, 4 oz., unheated",164
"Ham, cooked smoked, 1 slice—Oscar Mayer",20
"Ham, extra lean, 4 oz.",164
"Ham, picnic, 4 oz.",177
"Ham, regular, 4 oz., lean",201
"Ham, sliced, 1 slice, 1 oz.",52
"Hot dog, beef, 1 hot dog, 8 per pound",184
"Hot dog, pork and beef, 1 hot dog, 8 per pound",183
"Italian sausage, 1 link, 1/4 pound",268
"Little smoked sausage, 1 link",43
"Liverwurst, 1 oz.",93
"Luncheon meat, beef, 1 slice, 1 oz.",87
"Peppered sandwich loaf, pork, beef, 1 slice, 1 oz.",42
"Pepperoni, 1 oz., 14 slices, Hormel",140
"Pork and beans, 1 cup",311
"Pork and beans, 1 can, 20 oz.",692
"Pork center rib, 1 chop, 3 oz., pan-fried",219
"Pork loin roast, 4 oz., lean",268
"Pork spareribs, 4 oz., braised",451
"Pork, Boston butt roast, 4 oz., lean",291
"Pork, loin chop, trimmed, broiled, 1 3 oz. chop",294
"Ravioli, Mini, Chef Boyardee, 1 can",420
"Spam, 2 oz.",170
"Venison, 4 oz., lean",143
"Almonds, dry roasted, smoke flavor Planters, 1 oz.",170
"Almonds, slivered, Planter's 1/3 cup, 2 oz.",170
"English walnuts, 10 nuts",322
"English walnuts, 1 cup, chopped",781
"Peanut butter, 1 tbsp.",94
"Peanuts, honey roasted, Planters, 1 oz.",170
"Peanuts, roasted in shell, 10 peanuts",105
"Peanuts, roasted, canned, 1 oz.",170
"Peanuts, salted, Lance, 1 1/8 oz.",190
"Pecans, 1 cup shelled halves",742
"Sunflower seeds, raw, unsalted, 1 oz.",159
"Sunflower seeds, roasted, Planters, 1 oz.",160
"Egg noodles, 1 cup",200
"Fried noodles, 1 cup",220
"Macaroni & cheese, baked, home recipe, 1 cup",430
"Macaroni & cheese, mix, Kraft—1 cup, per directions",386
"Macaroni, firm, 1 cup",192
"Macaroni, tender, 1 cup",155
"Spaghetti, al dente, 1 cup",192
"Spaghetti, tender, 1 cup",155
"Suddenly Salad Classic Pasta, Betty Crocker—1 box",960
"Cheese, 1 slice—Thin 'n Crispy",149
"Cheese, 1 slice—pan pizza",246
"Cheese, 1 slice—Hand Tossed",259
"Pepperoni, 1 slice—Thin 'n Crispy",207
"Pepperoni, 1 slice—Hand Tossed",250
"Pepperoni, 1 slice—pan pizza",270
"Pepperoni, 1 pizza—Personal Pan",675
"Super Supreme, 1 slice—Thin 'n Crispy",232
"Super Supreme, 1 slice—pan pizza",266
"Super Supreme, 1 slice—Hand Tossed",278
"Supreme, 1 slice—Thin 'n Crispy",230
"Supreme, 1 slice—Hand Tossed",270
"Supreme, 1 slice—pan pizza",290
"Supreme, 1 pizza—Personal Pan",647
"Chicken back, fried, w/o skin, 1/2 back",167
"Chicken back, fried, with skin, 1/2 back",238
"Chicken back, roasted, w/o skin, 1/2 back",96
"Chicken back, roasted, with skin, 1/2 back",159
"Chicken breast, fried, w/o skin, 1/2 breast",161
"Chicken breast, fried, with skin, 1/2 breast",218
"Chicken breast, roasted, w/o skin, 1/2 breast",142
"Chicken breast, roasted, with skin, 1/2 breast",193
"Chicken breast, smoked, Butterball, 1 slice",30
"Chicken drumstick, fried, w/o skin, 1 drumstick",82
"Chicken drumstick, fried, with skin, 1 drumstick",120
"Chicken drumstick, roasted, w/o skin",76
"Chicken drumstick, roasted, with skin",112
"Chicken giblets, fried, 1 cup or 5 oz.",402
"Chicken hot dog, 1 hot dog, 10 per pound",116
"Chicken livers, simmered, 1 cup or 5 oz. or 7 livers",219
"Chicken neck, fried, w/o skin, 1 neck",50
"Chicken neck, fried, with skin, 1 neck",119
"Chicken neck, simmered, w/o skin",32
"Chicken neck, simmered, with skin",94
"Chicken thigh, fried, w/o skin, 1 thigh",113
"Chicken thigh, fried, with skin, 1 thigh",162
"Chicken thigh, roasted, w/o skin",109
"Chicken thigh, roasted, with skin",153
"Chicken wing, fried, w/o skin, 1 wing",42
"Chicken wing, fried, with skin, 1 wing",103
"Chicken wing, roasted, w/o skin",43
"Chicken wing, roasted, with skin",99
"Chicken, dark meat, fried, 1 cup, or 5 oz. w/o skin",334
"Chicken, dark meat, roasted, 1 cup or 5 oz., w/o skin",250
"Chicken, light meat, fried, 1 cup, or 5 oz., w/o skin",268
"Chicken, light meat, roasted, 1 cup or 5 oz., w/o skin",214
"Duck, roasted, w/o skin, 4 oz.",228
"Duck, roasted, with skin, 4 oz.",382
"Goose liver, raw, 4 oz.",151
"Goose, roasted, w/o skin, 4 oz.",270
"Pheasant, raw, w/o skin, 4 oz.",151
"Quail, raw, w/o skin, 4 oz.",152
"Turkey bologna, 1 slice—average",57
"Turkey bologna, 1 slice—Butterball",70
"Turkey ham, 1 slice—Louis Rich",35
"Turkey hot dog, 1 hot dog, 10 per pound",102
"Turkey kielbasa, 4 oz.—Louis Rich",160
"Turkey loaf, sliced, 2 slices, 1 1/2 oz.",47
"Turkey pastrami, 1 slice, Louis Rich",35
"Turkey sausage, Louis Rich—4 oz.",160
"Turkey, raw, average, 4 oz., w/o skin",135
"Turkey, roasted, 1 cup, or 5 oz.",238
"Bac O's, 1 tbsp",40
"Blue cheese dressing, 1 tbsp.",80
"French dressing, 1 tbsp.",60
"Italian dressing, 1 tbsp.",70
"Potato salad with egg, home recipe, 1 cup",363
"Thousand island dressing, 1 tbsp.",70
"Three bean salad, Green Giant, 1 cup",140
"Tuna salad, home recipe, 1 cup",349
"Au jus gravy mix, with water, 1 cup",19
"Barbecue sauce, 1 tbsp.—Hunt's",20
"Brown gravy mix, with water, 1 cup",9
"Catsup, 1 tbsp.",18
"Chicken gravy mix, with water, 1 cup",83
"Enchilada sauce, hot, 1 cup—Old El Paso",120
"Enchilada sauce, mild, 1 cup—Old El Paso",100
"Mayonnaise, 1 tbsp.",100
"Mayonnaise, 1 cup",1577
"Mayonnaise, Weight Watchers, 1 tbsp.",50
"Miracle Whip, 1 tbsp.",70
"Miracle Whip Light, 1 tbsp.",45
"Mushroom gravy mix, with water, 1 cup",70
"Mustard, brown, 1 tsp.",5
"Mustard, yellow, 1 tbsp.",10
"Pizza Quick sauce, Ragu, 3 tbsp.",35
"Soy sauce, 1 tbsp.",12
"Spaghetti sauce, basil, 1 cup—Classico",100
"Spaghetti sauce, beef-pork, 1 cup—Classico",140
"Spaghetti sauce, mushroom, 1 cup—Classico",140
"Spaghetti sauce, Newman's own, 1 cup",140
"Spaghetti sauce, Ragu, Homestyle, 1 cup",100
"Spaghetti sauce, Ragu, Chunky Gardenstyle, 1 cup",140
"Spaghetti sauce, Ragu, 1 cup",160
"Spaghetti sauce, Ragu, Fresh Italian, 1 cup",180
"Spaghetti sauce, Ragu, Thick & Hearty, 1 cup",200
"Taco sauce, 1 tbsp.—Old El Paso",5
"Taco seasoning mix, 1 package—Old El Paso",100
"Thick n Chunky Salsa, 1 tbsp.—Old El Paso",3
"Vinegar, 1 fl. oz.",4
"Vinegar, cider, 1 cup",34
"Vinegar, distilled, 1 cup",29
"White sauce mix, with milk, 1 cup",241
"Worcestershire sauce, 1 tbsp.",15
"Canned onion rings, 1 2.8 oz. can—Durkee",480
"Chee-tos, 1 oz.—25 chips",150
"Doritos, 1 oz.",140
"Fritos, 1 oz.",150
"Popcorn, air-popped, 1 cup",25
"Popcorn, microwave, Newman's Own, 8 cups",360
"Popcorn, microwave, Golden Valley—1 bag, 8 cups",374
"Popcorn, microwave, light, Orville Redenbacher—1 bag",234
"Popcorn, with oil & salt, 1 cup",41
"Potato chips, Lay's—1 oz.",150
"Pretzel sticks, 1 oz.",111
"Pretzels, 3-ring, 10 pretzels",117
"Pringles corn chips, 1 can, 6 oz.",840
"Tortilla chips, 1 oz.—Old El Paso",150
"Bean with bacon soup, 1 can—Campbell's",431
"Beef broth, Campbell's—1 can",40
"Chicken noodle soup, 1 can—Campbell's",140
"Chicken with rice soup, 1 can—Campbell's",150
"Chicken with stars soup, 1 can—Campbell's",150
"Chili beef soup, 1 can—Campbell's",385
"Cream of chicken soup, 1 can—Campbell's",307
"Cream of mushroom soup, 1 can—Campbell's",275
"Cream of potato soup, 1 can—Campbell's",311
"French onion soup, 1 can—Campbell's",150
"Golden mushroom soup, 1 can—Campbell's",220
"Hot and sour soup, 1 cup",100
"Meatball vegetable soup, 1 can—Campbell's",275
"Split pea soup, 1 can—Campbell's",450
"Tomato soup, 1 can—Campbell's",247
"Vegetable beef soup, 1 can—Campbell's",175
"Vegetable soup, 1 can—Campbell's",225
"Wonton soup, 1 cup",210
"Blackstrap molasses, 1 tbsp.",43
"Blackstrap molasses, 1 cup",699
"Honey, 1 tbsp.",64
"Jam, 1 tbsp.",54
"Jelly, 1 tsp.",18
"Jelly, 1 tbsp.",49
"Maple syrup, Aunt Jemima, 1 fl. oz.",102
"Maple syrup, Aunt Jemima Lite, 1 fl. oz.",58
"Sugar, 1 tsp.",15
"Sugar, 1 tbsp.",46
"Sugar, 1 cup",770
"Bean burrito, green sauce",351
"Bean burrito, red sauce",357
"Beef burrito, green sauce",398
"Beef burrito, red sauce",403
"Burrito supreme, green sauce",407
"Burrito supreme, red sauce",413
"Enchirito, green sauce",371
"Enchirito, red sauce",382
"Guacamole sauce, 1 serving",34
"Soft taco, each",228
"Taco, regular taco",183
"Taco Bellgrande, each",355
"Taco light, each",410
"Tostada, green sauce",237
"Tostada, red sauce",243
"Artichokes, 1 artichoke",67
"Asparagus, canned, 1 10 1/2 oz. can",54
"Asparagus, fresh, 1 cup, boiled",36
"Baked beans, 1 cup, canned, w/o pork",306
"Bean curd, 4 oz.",81
"Bean sprouts, boiled, 1 cup",35
"Bean sprouts, raw, 1 cup",37
"Beets, 1 cup, fresh",54
"Beets, canned, 1 can, 10 1/2 oz.",109
"Blackeye peas, 1 cup",178
"Broccoli, cooked, 1 cup",40
"Brussel sprouts, 1 cup, fresh",56
"Butternut squash, baked—1 cup",139
"Cabbage, cooked, 1 cup",31
"Cabbage, raw, shredded, 1 cup",17
"Carrot, raw, 1 carrot",30
"Carrots, cooked, 1 cup",45
"Carrots, sliced, 1 cup",48
"Cauliflower, boiled, 1 cup",28
"Cauliflower, raw, 1 cup, chopped",31
"Celery, 3 small stalks, 5  in.",9
"Chard, fresh, 1 cup",32
"Coleslaw with French dressing, 1 cup",114
"Coleslaw with salad dressing, 1 cup",119
"Collards, canned, 1 cup",51
"Collards, fresh, 1 cup",42
"Corn on the cob, 1 5 in. ear",70
"Corn, canned whole kernel, 1 can—10 oz.",360
"Corn, cooked, 1 cup",140
"Corn, creamed, 1 can, 15 1/2 oz.",320
"Cucumbers, each",30
"Eggplant, 1 cup, boiled",38
"Eggplant sticks, fried, Mrs. Paul's, 3 1/2 oz.",240
"Garbanzos, dry, 1 cup",367
"Garden medley, Green Giant, 1 can—beans, carrots, corn",158
"Garlic, raw, 1 clove",4
"Great northern beans, 1 cup",212
"Green beans, boiled, 1 cup",31
"Green beans, canned, Del Monte, 1 16 oz. can",80
"Green beans, low sodium, Del Monte, 1 16 oz. can",80
"Green pepper, 1 pepper, 1/5 pound",16
"Green pepper, diced, 1 cup",33
"Grits, Quaker, 1 cup",133
"Hotdog relish, 1 oz., Vlasic",40
"Kale, fresh, 1 cup",43
"Kale, frozen, 1 cup",40
"Kidney beans, canned, 1 cup",230
"Kidney beans, dried, 1 cup, cooked",218
"Lentils, 1 cup",212
"Lettuce, iceberg, 1 cup, shredded",7
"Lettuce, iceberg, 1 head",70
"Lima beans, 1 cup",189
"Mushrooms, 1 cup, chopped",20
"Mustard greens, fresh, 1 cup",32
"Mustard greens, frozen, 1 cup",30
"Navy beans, 1 cup",224
"Okra, fried, 3 oz., Ore-Ida",170
"Olives, green, 10 large",45
"Olives, ripe, 10 extra large",61
"Onions, raw, 1 cup",65
"Peas, cooked, 1 cup",115
"Pickles, dill, 1 pickle—3 3/4 x 1 1/4 in.",7
"Pickles, dill, 1 oz.",4
"Pickles, sweet, 1 oz.",30
"Pinto beans, 1 cup",228
"Potato, baked, 2 1/3 x 4 3/4  in.",145
"Potato, boiled, medium, pared, 2 1/2  in.",88
"Potato, boiled, large, pared, 2.3 x 4.7 in.",146
"Potato, french fries, 3 oz.",130
"Potato, frozen french fries, Golden Crinkles 3 oz.",120
"Potato, frozen hash browns, Golden Patties 2 1/2 oz.",140
"Potato, microwave hash browns, Ore-Ida, 2 oz.",120
"Potatoes, mashed instant, from flakes, 1 cup",195
"Potatoes, mashed with milk, 1 cup",137
"Radish, 10 medium radishes",8
"Radish, 1 cup sliced",20
"Refried beans, 1 cup—Old El Paso",200
"Refried beans with green chili, 1 cup—Old El Paso",200
"Refried beans with sausage, 1 cup—Old El Paso",720
"Rice a Roni, wild rice—1/4 box",110
"Rice pilaf, Green Giant—1 cup",220
"Rice, brown, 1 cup, cooked",232
"Rice, fried, 1 cup",418
"Rice, instant, 1 cup, cooked",180
"Rice, white, 1 cup, cooked",223
"Sauerkraut, canned, 1 cup",42
"Snow peas, 1 package, LaChoy",70
"Spinach, fresh, 1 cup",14
"Spinach, frozen, 1 cup",46
"Squash, 1 cup",30
"Sugar snap peas, Green Giant, 1 cup",50
"Sweet potatoes, canned, 1 cup",216
"Sweet potatoes, fresh, 5 x 2  in., boiled",172
"Tater Tots, 3 oz.—Ore Ida",150
"Tofu, 4 oz.",81
"Tomato, raw, 1 tomato",26
"Tomatoes, canned, 1 can—16 oz.",95
"Turnip greens, canned, 1 cup",42
"Turnip greens, fresh, 1 cup",29
"Turnip greens, frozen, 1 cup",38
"Watermelon, 1 cup",42
"Zucchini, 1 cup",22
"Big Classic, each",470
"Chicken filet, each",200
"French fries, 1 serving",300
"Frosty, small",400
"Single, each",350

